id,overall_worklogs
675975,3474.9207913033874
675972,1967.096140330475
675965,4843.509625620862
675961,3038.167033463601
675955,34468.13289598883
675952,3254.50485565283
675949,9700.871047866813
675938,4561.84115942922
675921,3857.075655564306
675919,4929.728725403204
675917,2173.348172425386
675915,2652.227835477521
675912,2119.239652100182
675910,3174.3051043555
675909,2194.175506852187
675906,2616.563328538346
675892,22367.290998758086
675887,2097.259334426895
675878,27667.885575952794
675873,2509.0071414201702
675861,49001.823199352
675857,1974.7595019070507
675853,34508.170716064655
675850,34090.95459893758
675849,2537.786288774176
675847,95618.65209531417
675845,27755.27282755528
675843,2515.3701211091334
675841,2331.746851101533
675838,5846.72019933903
675836,1777.5262569271877
675834,1912.0945476680627
675831,2137.1262090210116
675825,1874.631991922331
721916,14485.171487789314
721915,5297.833793943532
721914,244934.52775083823
721913,6360.803428838275
721912,6802.04409481404
721911,4713.492004951215
721910,205034.38074138007
721909,6446.750597115767
721908,6077.455577115702
721907,7081.149796081436
721906,8635.014516946017
721905,99102.26814423097
721904,6370.5377247849865
721903,5377.139619598702
721902,7303.414988013763
721901,7575.678380635318
721899,109775.68055905457
721898,4228.543044864941
721897,10375.291477365823
721896,10288.626420220638
721895,113222.89953061358
721894,107339.71134048546
721893,205683.2572298698
721892,5562.280796680842
721890,107232.80849398364
721889,6509.438432397902
721888,195160.12934308872
721885,128352.24814557348
721884,129379.03444235864
721883,8302.449609783564
721882,8302.449609783564
721881,8613.313824586316
721877,5561.073390294268
721876,11529.696235951851
721875,16863.290871884532
721874,106820.98588299415
721873,163530.43899011647
721872,6227.870243567934
721871,7892.668173121335
721869,5303.737504559466
721868,134730.75867211635
721867,6151.040687678889
721865,5353.585506027427
721864,5999.910532374426
721862,306275.35994521773
721861,10670.75303885577
721860,7430.586097080798
721859,5505.477899325342
721858,118300.78917703543
721857,8878.321679931545
721856,192266.15340543567
721855,5678.338647546974
721851,6514.155467821163
721850,7710.264747491887
721849,97369.63380673535
721848,7836.064384398427
721846,15450.785957112403
721845,142497.31727636137
721844,4491.600914559563
721843,67229.1977356077
721842,26487.18840971361
721841,7243.924503594741
721839,7591.313357828296
721838,182349.89976533476
721837,10905.216522282586
721836,205298.13059333386
721835,7928.119239155585
721834,4479.489470277877
721833,6032.012398187524
721832,176491.001105791
721831,9961.807853095042
721830,4375.331556757569
721827,101987.9809858979
721824,7093.4524591753425
721822,4648.059337613864
721821,6793.139245993645
721820,5660.353431480145
721818,7176.368200233094
721817,5716.923088195682
721816,117329.80162894171
721814,22624.489333948317
721809,132308.0431830486
721807,6332.515811222535
721806,8812.566371713734
721805,8157.441098767985
721804,5645.051446624711
721803,81521.84682608298
721802,336491.28021605674
721801,7572.4416593573615
721800,5530.136030178775
721799,28710.88758838355
721798,9089.009525818601
721797,216602.66956761756
721796,5642.464078928568
721795,6704.7344562649105
721794,12101.654838632563
721792,6552.943266827213
721791,4795.3148079603325
721790,100866.9530071968
721787,123757.09477303096
721786,6279.246177992324
721785,8636.770000206727
721784,6727.002261904853
721783,8480.216260851541
721782,6537.162194123955
721780,8434.492519916812
721779,8256.858180226469
721778,6703.639966523457
721777,6030.941782766006
721776,5316.917627045683
721775,8480.216260851541
721774,5487.649564713496
721773,5487.649564713496
721772,2903.737652462297
721771,5017.153423127861
721770,5116.663494217418
721769,124401.06223825474
721768,208223.3717586186
721767,5344.171518596829
721766,140552.6367586248
721765,140552.6367586248
721763,125051.00556704307
721762,5417.203186147612
721761,6026.520673165886
721760,5550.344262965055
721759,5408.029112402887
721758,140658.77901041115
721757,196120.54833629273
721755,5581.01900296151
721754,15464.283538858333
721751,9608.68085187017
721750,5639.519122078808
721749,4861.296014414952
721748,5916.2709426976635
721747,5285.502167361872
721746,8308.00783316909
721745,6373.478075278626
721744,256280.90700487344
721743,13206.356501954248
721742,11498.85984871998
721741,257936.37796423584
721740,130883.48313596655
721738,5275.5437158339755
721737,6207.924581322129
721736,6581.930268573216
721735,10593.02593404276
721734,12876.602804758813
721733,6520.971822066116
721732,3764.5322889811
721731,103766.0505817115
721730,6501.965543859732
721729,6771.706383784095
721728,115885.42343218415
721727,5320.564567201705
721726,6301.947841801484
721725,28108.605851483546
721724,6699.295846748032
721723,6166.531164545047
721722,125254.40312838086
721721,5894.592510141017
721720,7263.379163583034
721719,5655.807180191832
721718,7214.374378823591
721717,115632.10497648004
721716,138072.8253849548
721715,94876.37101783289
721714,5208.27328012762
721713,125853.3927122049
721712,6932.021537221561
721710,6051.681591191073
721708,10463.154014972106
721707,13585.181627779531
721706,79091.16678295711
721705,5971.024173771615
721704,6216.22309788202
721703,17791.40457809978
721702,13526.146455226224
721700,127591.89397503558
721699,6582.079502225406
721698,8738.913005924545
721697,6931.984577035555
721696,7971.476679252148
721695,8430.608616581037
721694,96165.46924089699
721693,111910.96259832823
721692,124490.36015766223
721691,81155.5134501318
721690,6206.905063190217
721689,5896.576737977989
721688,5716.096198864791
721687,197868.08135090335
721686,6062.383882288664
721685,6860.892552412579
721684,140608.27035764724
721683,112747.64417566457
721681,5549.5303608332515
721680,6290.084381435132
721679,5580.151058914573
721678,5963.827054459455
721677,6531.844735847316
721676,121104.62206791562
721675,91999.00957988937
721673,7816.887670363185
721672,7354.704229396123
721671,5797.187913165094
721670,8387.651095140598
721668,138140.08791004997
721667,15641.095414066855
721666,14549.747474509108
721663,5499.337984731217
721659,8301.390845720678
721657,146686.1205325122
721656,160348.74911523645
721654,7689.28341014893
721653,6003.857413638306
721652,6982.636191374734
721651,8095.889168549563
721649,6627.232842792872
721648,116756.68462670798
721645,112512.3238075834
721644,5395.0830714034955
721643,73382.22469025578
721640,5022.293565669014
721639,13050.016961572504
721638,4427.77914824244
721637,141929.75909083037
721636,6177.92694268475
721634,4624.426129233993
721633,11331.994403430574
721632,113024.07067498381
721631,5805.9361558385835
721630,5805.9361558385835
721629,4299.377024631728
721626,8000.188330569688
721623,124121.08989598977
721622,7465.391283877675
721621,5648.671503352135
721617,128868.23060560372
721616,4102.603701055798
721615,7136.807103089214
721614,119389.14597655191
721613,206277.46723453258
721612,128562.87848781982
721611,5446.191416384483
721605,132075.62055870143
721601,11745.935934289582
721600,7053.94841144637
721599,126536.4522983988
721598,128688.14133403658
721597,4912.83908783011
721596,129906.30236162918
721595,4386.680879937808
721594,4087.4440877899942
721593,129278.37902778176
721592,5191.671605424406
721590,4386.680879937808
721589,129152.54165424107
721588,129152.54165424107
721587,132075.62055870143
721585,4991.516066765105
721584,4912.83908783011
721583,7152.838949703438
721581,126338.62225751679
721580,4333.930825447012
721576,125926.30808485589
721575,107812.36442113323
721569,6762.891731446507
721568,5688.716011712757
721567,5984.041590460581
721566,23728.04375120841
721565,12189.477017287996
721564,7581.984521528037
721562,6975.351985989359
721561,4551.076017753593
721560,6710.146567329736
721559,9493.703333840456
721558,3936.23915194529
721556,162372.14745806885
721555,4911.886077647382
721553,5609.108541554378
721550,4338.840193572757
721549,7284.306844141313
721548,167347.52853692908
721546,5691.296697005723
721545,52284.889074584346
721543,106635.32713746894
721542,5962.928584276668
721541,156740.38552980698
721540,101820.66746525996
721539,7589.015494019476
721538,4826.045966595946
721537,5243.657576017111
721536,12468.00412572823
721535,7828.518127211593
721534,19028.981219501824
721533,3850.5256013788403
721531,6038.847332218325
721530,4275.122803750959
721529,4770.502596002347
721528,5807.089896323583
721525,4225.855220431343
721523,3747.4405686546934
721521,4247.562663361748
721519,4197.060231848597
721518,4193.465003546225
721517,9072.433279751473
721516,4988.090962338245
721514,171281.92132954524
721513,116520.7419013955
721509,4549.868905239542
721508,101590.2305660754
721506,13117.618633985036
721505,141850.4153659311
721504,4741.198490930727
721503,5607.364629540535
721502,6050.241883440953
721501,12382.877320132044
721500,135515.28487335274
721499,142239.33795397266
721498,113295.2543467148
721497,5782.352139795052
721496,5881.0293933011535
721495,25866.172334718554
721494,6622.652537539417
721491,156452.18226045583
721490,3891.8967072909127
721489,5752.946083527044
721488,92838.08549740886
721487,111972.56093489745
721486,5784.264077031063
721485,99499.13555260617
721484,6991.883309193804
721483,79733.22599133076
721482,4864.666371536399
721481,4963.349051362495
721480,7244.6467198108485
721479,6048.526711509298
721478,7058.650527028039
721477,133540.1862129776
721475,14848.277625373961
721474,7542.8026807047445
721473,16739.51216969082
721472,111654.91770433054
721471,10784.63333876785
721470,4477.306074748534
721469,13574.924308396836
721468,11393.367612736924
721466,5093.387013127621
721465,8492.99999827844
721464,21128.742705316574
721463,5851.010501471493
721462,164012.58266214648
721461,6278.197307456513
721460,6499.83992380734
721459,6499.83992380734
721458,183950.2586718216
721457,4313.089896213311
721456,6009.457919950174
721454,6105.264475010054
721453,89631.33734823225
721451,15731.620302231255
721449,4727.706818308941
721448,8434.741553804648
721447,7867.702952781466
721446,8516.27850587305
721445,8573.575518098365
721443,124862.73919006184
721441,6579.671410826057
721440,7656.9092043244955
721439,6659.401198594672
721438,4894.390315530832
721437,8577.119959148948
721436,5753.773879288115
721435,9558.372127813444
721433,8748.10953965395
721432,4892.858898136465
721430,149862.45219380074
721429,7418.469833478473
721426,5200.209333319887
721425,5233.716275666443
721423,5233.716275666443
721422,7383.146291089576
721421,6223.546243421779
721420,4165.56105806838
721419,5058.017961535149
721418,194705.06120943604
721417,6131.365228913579
721416,6131.365228913579
721415,6498.759024588906
721414,6171.527998716952
721413,160062.09011731567
721411,7784.465217081709
721409,6357.882326233201
721408,5485.501726650105
721407,136586.82672632168
721406,5974.114957413423
721405,3288.5982909617946
721404,5819.350413628426
721403,10605.025000657588
721402,6289.127824628326
721401,148935.44832164416
721396,4588.025257028597
721395,8174.699092019876
721394,25642.2423210987
721393,5805.99327942869
721392,5545.869242035031
721391,3913.6469506142553
721389,7053.065606340163
721388,4150.473613562534
721387,4150.473613562534
721386,5024.976434251754
721385,4792.300088661337
721384,4759.645343257161
721382,7739.912111292586
721380,7235.261229826866
721378,4935.090023488748
721377,6771.702189758741
721375,4666.216628634957
721374,3810.5644335703737
721372,4886.485965481156
721371,5585.984041944798
721370,16147.180755265696
721369,5897.465152624416
721368,198412.49766043088
721367,4905.378568653685
721366,4820.5011986745885
721365,5009.864991336691
721364,4415.838901532095
721363,15471.691720342249
721362,9223.408738356455
721359,8239.602683618488
721357,8562.07761419778
721356,180201.72273327058
721355,6175.315547187384
721354,177295.06630142464
721352,4337.515380455059
721351,215907.86126577144
721350,4706.841639167111
721349,118540.24806824897
721348,127827.8943061926
721347,8284.900609481565
721346,166182.96200694915
721336,7676.572128076998
721331,150512.5409793372
721324,6480.842041234631
721323,172551.0764585259
721322,7303.06928056189
721317,101902.03248254057
721316,94911.71019596882
721295,175124.66492482368
721294,5340.187004609507
721293,230931.6684067471
721292,148630.47792662698
721290,14862.064829181967
721288,261226.52332016203
721287,128974.26449803691
721286,133121.34044474442
721284,5547.890245588063
721282,4431.0716728395855
721281,9325.831331441519
721280,117205.37321044315
721279,11118.53054103471
721278,7893.250340155199
721277,8368.181796118117
721276,164319.93391510638
721275,12129.442739922959
721274,148954.54982509906
721273,129046.60877371523
721272,22123.97829494116
721271,174311.95137424936
721270,285561.07698761695
721269,129046.60877371523
721268,112318.97053181984
721267,4650.276556703521
721266,5854.863819025392
721264,124095.15229963127
721263,6148.316867748431
721262,136494.042758313
721260,5660.160929733955
721259,8514.995452089259
721258,7911.483401546088
721257,5150.866548716836
721255,103371.04191499937
721254,135493.70234908335
721253,96293.24432810556
721252,6305.614412382724
721250,67152.44924717123
721249,5872.145438178598
721248,5928.290896827687
721247,5070.679751841611
721246,5286.7159314491055
721245,7354.851769512837
721244,6334.565945553466
721242,6472.149628471549
721241,4471.815437728178
676630,8452.593125320796
721240,121079.29568150856
721237,64237.11561835721
721235,4680.702472823579
721233,118104.3356554646
721232,6492.498863987877
721231,95264.13945038091
721230,6108.53287915604
721228,4542.241508835085
721227,4733.713568990542
721197,132946.40848768398
721196,135045.50972691656
721195,5194.542952662712
721194,7720.517917175701
721192,7266.74619025489
721190,5977.326652147419
721188,4817.780000008171
721186,5189.964879535313
721184,106520.54085962717
721183,106520.54085962717
721182,7640.137799500483
721181,66378.09747612302
721180,4055.2949967221666
721179,101914.01543356452
721178,6696.4058869274495
721177,109072.94212320562
721173,69291.44915241486
721172,5551.2564714742575
721171,68197.8302566414
721170,71993.75885446141
721169,84245.68181314571
721166,5776.712837208338
721165,99587.00692140851
721163,4013.85964592929
721162,95373.23056385519
721161,6501.858754341022
721159,238024.92720099652
721158,102039.20061914675
721157,100952.06190724832
721155,100952.06190724832
721154,100952.06190724832
721153,100952.06190724832
721152,95898.64304209335
721151,92095.00282178604
721147,70143.79205591924
721146,70143.79205591924
721145,70143.79205591924
721144,5909.724429742136
721143,117150.46654604578
721142,95898.64304209335
721137,95898.64304209335
721136,101269.93385992627
721122,4989.396573261357
721120,77250.38394088174
721119,76791.91585793838
721118,80787.7224829272
721116,77887.81702622585
721115,76791.91585793838
721114,76791.91585793838
721113,76791.91585793838
721112,72602.4249399253
721111,79122.83279846373
721110,78139.04852980633
721109,76684.13227790422
721075,112539.92175967869
721074,148581.53585291232
721073,4605.995180477884
721072,4755.830932478621
721071,4589.325040248753
721070,8692.2236160239
721069,6023.845011629783
721068,8506.35295562316
721067,3630.023032389875
721066,6568.905971652182
721063,7657.178699253415
721057,5961.90387782284
721056,68586.41517815973
721055,5587.766687004503
721053,3071.41958319948
721052,3485.049431337074
721051,4819.435742974684
721050,4517.494443192288
721049,3794.7918592580995
721048,5791.8111167698
721047,164167.54819675197
721046,98457.346100395
721045,4362.766180261441
721042,4197.2447040793295
721038,3540.309881382645
721037,3540.309881382645
721036,8253.43223720071
721034,4480.833444869231
721033,9645.203955132361
721032,6834.557733864229
721031,57549.799888663125
721030,3201.4694464624326
721029,6362.87250477018
721028,7388.572351789432
721025,4030.220321167821
721021,8170.272050041562
721020,62639.429901172196
721019,8378.936258044998
721018,5908.016551882831
721017,4594.30243411765
721016,4487.704469053662
721015,6931.431604278578
721014,2905.262409043324
721013,4653.904479446186
721012,4901.8821147897415
721011,94576.70740635411
721009,80195.04424636271
721008,4739.530280172841
721004,3700.1239155438907
721003,3358.945680591467
721001,6310.0005709271345
721000,5809.2056356798585
720999,4529.339951324153
720998,7578.738555100544
720995,7153.443110462066
720994,5842.467700892053
720993,5166.7330961892
720992,8000.723068532633
720991,5063.934250555102
720987,4015.373793025465
720986,3756.8742985613835
720984,56270.011105708014
720982,106471.27608177965
720981,160210.61683446603
676627,50440.86842653243
720978,4642.308068154292
720977,119499.8122849368
720975,4963.790891745171
720974,8332.528084213345
720973,5111.942382102868
720971,4078.1654825157134
720969,5115.160702310987
720963,5105.074325033008
720962,5218.439570471131
720959,6294.600861796852
720958,4448.737110698176
720957,6029.938389923608
720953,127458.8065244608
720952,2796.5791350503027
720951,6892.0911968970995
720948,7185.914917869435
720947,6276.090859151146
720946,5924.581316693444
720944,6196.314186427453
720943,5251.660867769152
720942,118241.15112998082
720941,4024.454076726223
720940,4768.685903763271
720938,6746.908453507197
720937,7141.402400875675
720935,5115.114220563051
720931,5539.652850746765
720928,110337.7697996773
720927,110337.7697996773
720926,108686.01095124906
720925,4673.282046721214
720924,106344.53591793943
720921,7569.409528546789
720920,5891.164674900267
720919,4652.809212137742
720918,4161.6457049400515
720917,4975.271259055605
720916,4940.478047773
720914,3566.9643767930224
720912,5171.880181562165
720911,4031.6698189482095
720910,133999.24606489995
720909,4621.2962818457345
676624,87999.72357175525
720908,134113.52860142477
720898,123055.28685682207
720897,123520.73105023472
720896,123520.73105023472
720895,6095.128832130566
720894,129771.7958093282
720893,4196.582265172618
720892,221354.01375458116
720891,4750.008673636465
720888,164773.67230930115
720887,4640.001936094713
720886,5305.599438719125
720885,178889.74187959242
720882,149408.17818742985
720881,99297.39452992279
720879,3902.527159075446
720876,98671.44121375385
720874,11421.904170853979
720870,4075.1828690745947
720869,96236.01758240789
720866,4577.984374417825
720865,130059.40188995226
720864,115653.36433410655
720863,6386.97522441412
720859,106436.36693245785
676621,100175.57170900377
720856,115700.04248921173
676620,83111.0394794344
720842,5537.862656047392
720840,108343.9129289513
720839,5446.783668117735
720837,4149.523912337342
720836,4079.433497480201
720835,203928.4844881418
720834,6367.455520776497
720833,5428.999290515889
720832,175542.66390788287
720831,4442.825971121883
720830,3587.7765959469407
720829,5403.505532139425
720826,4751.78284365219
720825,6722.326813540864
720812,7049.55103313622
720811,137041.48896035805
720810,186066.66485313582
720809,6303.129067069999
720806,5022.421589473768
720798,100166.71471256236
856267,156006.11167333781
856265,97626.54899940711
856261,67037.97928431282
856260,5905.285241515942
856259,126254.18667850776
856258,4328.413608988036
856257,5160.948193921865
856255,6200.635865868526
856254,6828.7831024242305
856253,6163.833924989882
856252,21428.569560415694
856250,10397.164522772808
856249,10606.63669411547
856248,12305.138831675262
856233,8781.787115755367
856213,130667.7031781676
893700,90934.43901540842
893696,9829.92819896238
893695,9798.937032256123
893694,9798.937032256123
893676,14775.728226961432
893668,156675.98194027712
893604,11810.249524534269
893594,19666.934432470676
893592,189526.51004822023
893591,6585.551262611565
893590,12037.257321711924
933888,9060.22549141046
933887,6824.919068459476
933886,12525.166376551819
933885,5145.376904232734
933884,7537.205138121764
933883,5174.295985236768
933881,6423.8458080103155
933880,6120.0020802049485
933878,192076.46936492698
933872,86267.3793189131
933871,4945.164680006605
933870,4058.4170884952987
933869,6288.105827855417
933867,139391.29107651082
933865,4008.360191261291
933863,19885.54096359408
933849,10818.618206641642
933846,91950.69644684963
933845,7502.93825570986
933844,4109.005451976222
997103,6321.781794413963
997102,5659.3493774038625
997101,4476.752517683573
997099,3150.0237277888978
997098,3470.7361854652327
997097,4249.153270606907
997095,6653.947982254239
997094,5994.25150103336
1040330,2492.5314368232966
1040329,60140.0735790353
700087,64171.52793615104
700086,126721.63063045224
700084,131780.67176634376
700083,3085.425510482176
700082,215276.3895451089
700081,67618.64716140574
700080,87454.67409470864
700079,58930.242571564966
700078,97139.09388061632
700077,88897.26212212248
700076,61305.063092044526
700075,59958.062507258015
700074,118400.55012188405
700073,100566.20085794089
700072,69957.91296830121
700071,199575.91843487753
