id,overall_worklogs
675975,24782.092821795297
675972,7066.175410163405
675965,7291.082585307765
675961,12135.290288938158
675955,14539.500434109066
675952,2364.709109138306
675949,3906.4751531708903
675938,8252.717799202343
675921,3342.0548874085944
675919,10906.201278459135
675917,1680.0398154966151
675915,4238.31372801874
675912,1544.8522921149452
675910,4766.684920081612
675909,1144.9690304603093
675906,1042.7843245841764
675892,8314.408000864903
675887,2591.2945737339355
675878,4917.563439538696
675873,2400.6421222461818
675861,8827.379013386444
675857,9290.227048581608
675853,15124.411594060513
675850,13303.766418857405
675849,11263.8423434877
675847,8035.602866577037
675845,25190.522920099414
675843,7472.265065888121
675841,14041.15739849733
675838,24203.157011799856
675836,5871.7712615585615
675834,4115.347421209037
675831,14014.687855322985
675825,6751.537775364132
721916,19959.667914690064
721915,3128.244080261806
721914,13123.47012416838
721913,4020.762078895353
721912,8075.456937916346
721911,5084.796149245106
721910,6160.810430241228
721909,3893.2057741264803
721908,3187.1964349298632
721907,6667.447451327954
721906,5153.373861050317
721905,6422.734811159144
721904,7681.482450043141
721903,6881.6670262011885
721902,2220.4983417817302
721901,7560.30020908805
721899,9035.048008584032
721898,7422.183740599148
721897,4703.663761927485
721896,7818.380705954971
721895,18993.633617459796
721894,8550.599123395177
721893,27235.794507402665
721892,20568.017070369602
721890,6949.730050135284
721889,11749.937448353578
721888,10570.902840889526
721885,24900.038264511844
721884,4910.155531423833
721883,2867.744928967791
721882,4979.944414883324
721881,8115.49156811715
721877,9321.73269185901
721876,13663.468660810511
721875,9975.390994954458
721874,12394.221876387977
721873,14578.333577038844
721872,13033.86088136169
721871,5834.429976426522
721869,9119.646012026338
721868,46663.4109144811
721867,7082.051049533
721865,3117.668250883821
721864,10461.999530047293
721862,8013.884917756884
721861,8164.091083605159
721860,2864.149523710212
721859,11889.39274999811
721858,14944.479999552323
721857,3028.9107965862354
721856,6396.291516148447
721855,5208.962512885054
721851,4720.563370290619
721850,3759.8036259527535
721849,6725.085685775819
721848,9563.20587880662
721846,11132.556460686077
721845,8609.383076400032
721844,4863.0735532104945
721843,9145.15915843123
721842,13578.41968051776
721841,8909.817656947116
721839,9750.848309932968
721838,8280.44019082365
721837,4173.200925803949
721836,10181.960793622613
721835,13332.710448657606
721834,7250.152102512407
721833,8544.579010726937
721832,13811.832407062657
721831,1645.397037309639
721830,10954.210040354503
721827,18313.055132811194
721824,12394.618183764876
721822,8568.606798306122
721821,2332.6555210574443
721820,4059.5321409101575
721818,2792.1053392265703
721817,3626.9059114720135
721816,10684.782729176066
721814,21451.916295197487
721809,5615.313725594666
721807,8175.49942469078
721806,2246.9167379009514
721805,4925.595836412925
721804,5243.402420754303
721803,25079.114112844152
721802,13500.212275367878
721801,9030.478042305223
721800,10709.100475948582
721799,20226.416362979617
721798,6525.23994781319
721797,13701.037250431114
721796,11415.17898705877
721795,10941.172416275014
721794,8644.124191653718
721792,2955.2155026203623
721791,5572.777030972824
721790,7519.858793574989
721787,6199.495049530671
721786,6485.572211360577
721785,5616.896445632255
721784,4587.985375948162
721783,7862.082193032434
721782,4615.361891640987
721780,9479.083051667762
721779,9184.08352723961
721778,6605.057367313753
721777,9830.959582302223
721776,5403.53521173968
721775,3892.1835441289845
721774,10474.876650468308
721773,8435.452445948913
721772,11788.482113236818
721771,7563.915319254491
721770,2623.4044286338494
721769,8280.93930399775
721768,8595.090043042697
721767,3569.654246186904
721766,8688.92718222297
721765,4152.437684665977
721763,6309.212293886656
721762,20958.847979828646
721761,6807.474232005648
721760,21249.55017344671
721759,13474.963046816563
721758,17716.893871788165
721757,9629.688830360064
721755,8461.163349820175
721754,16503.52730675544
721751,12889.555761594675
721750,23842.04934684636
721749,16462.78821640165
721748,6577.071264151033
721747,3540.055553077367
721746,6494.8460492699405
721745,4690.703407458238
721744,13123.117787546335
721743,4249.7697204473025
721742,6001.240172537822
721741,3552.794531895726
721740,4600.306361663924
721738,6865.9857500180615
721737,14349.272233225316
721736,5969.036140127062
721735,19014.82401758539
721734,16236.734297762827
721733,3356.8584838064708
721732,7688.0807531273695
721731,5203.977107481084
721730,4576.625686442444
721729,7974.744359161332
721728,6278.787057083608
721727,11816.34061314293
721726,5320.914297750454
721725,11720.969743152198
721724,7948.502480558399
721723,3942.707213385416
721722,2175.478164451893
721721,4894.835910121328
721720,3598.990198080597
721719,9101.586479001506
721718,8222.90038605542
721717,3642.341876976347
721716,4484.972152690562
721715,24490.461649054752
721714,8557.750462529752
721713,1410.0735522456673
721712,1561.7593471381178
721710,5440.280344037169
721708,4493.620743266126
721707,19953.73594300676
721706,24985.922660865243
721705,1831.8094300293749
721704,2367.3419121245975
721703,3426.8629453826643
721702,7769.080186986012
721700,9442.386472651566
721699,3631.0122944456016
721698,7010.673019880536
721697,4965.141532789434
721696,2754.5929966272934
721695,2536.1509058609167
721694,13106.749185011482
721693,4563.493629211458
721692,2791.243889175044
721691,7612.243398393065
721690,5919.71440977762
721689,23633.233470833453
721688,4451.331348323563
721687,9699.95977735849
721686,4258.251956411438
721685,8057.5820242072705
721684,28110.533469256414
721683,10352.174563275017
721681,17115.05699197956
721680,12911.936874963536
721679,6204.957014713628
721678,1946.3360578908623
721677,5550.699705574229
721676,6013.100993699301
721675,21864.418581300783
