id,overall_worklogs
675975,27708.54459933692
675972,37213.69557823371
675965,5759.440170146921
675961,14768.673940580094
675955,19250.482287623578
675952,6399.071127160593
675949,11907.648202289243
675938,11933.15164830966
675921,17549.622022924093
675919,23736.701630892905
675917,5649.700591104774
675915,20270.90549519597
675912,17213.44783620084
675910,18763.616021277707
675909,12340.92812802873
675906,19389.718307288622
675892,26263.17570257236
675887,11840.322583804624
675878,39087.297595544536
675873,7221.075907227613
675861,11281.7768047907
675857,27537.568524767783
675853,26367.665125795695
675850,44466.94024459204
675849,21816.18334555061
675847,18788.093074899298
675845,41658.6780227026
675843,21284.958495099483
675841,26606.2651171222
675838,25586.546967776907
675836,9330.805710908178
675834,11567.033885638768
675831,14169.631765884624
675825,10578.86793308542
721916,29372.240709443035
721915,14832.344718971879
721914,32413.310508815794
721913,14100.771582148825
721912,16986.32177306531
721911,11259.376807763503
721910,26007.776084657708
721909,20334.0937642452
721908,20159.34088367422
721907,19179.160113324502
721906,42070.07176479089
721905,29116.52685926619
721904,42661.40961753026
721903,36171.32585871336
721902,23959.504525743607
721901,9672.192254984124
721899,12841.699658868449
721898,27442.220405316886
721897,9492.375609832208
721896,20966.093017789153
721895,18256.498374987113
721894,13529.621371621493
721893,31296.12561687305
721892,13134.101575071112
721890,12413.999779783766
721889,19123.351708958282
721888,31156.319071047576
721885,7143.779420653749
721884,7634.784185686451
721883,7880.891574013305
721882,7693.1653794404165
721881,13095.122857772756
721877,29783.06966045853
721876,8580.933638295113
721875,24174.72883814331
721874,11104.373378036975
721873,17931.636198589295
721872,13129.508685314517
721871,6500.293758222523
721869,26571.5747178162
721868,27467.45160038893
721867,10835.354484661393
721865,11696.661077848346
721864,11021.231291237491
721862,32058.021692447124
721861,13952.17321148055
721860,8303.448627019521
721859,15926.114219711726
721858,27649.966384162177
721857,10859.139130831267
721856,13506.8098987684
721855,13899.524118100573
721851,7690.053275541113
721850,10372.008627951556
721849,19629.77953222989
721848,20622.03190277749
721846,14354.531737961144
721845,32818.035634899665
721844,12824.045598915385
721843,26499.43208347443
721842,25712.74203432799
721841,13083.751385640524
721839,23227.93962998011
721838,12930.47872324257
721837,10008.288663491852
721836,20660.533031811407
721835,27853.574527241955
721834,13372.251227938055
721833,10691.381721706555
721832,13816.879006008898
721831,9011.465737837729
721830,10550.364469953074
721827,13312.360148906522
721824,46402.675535145994
721822,12363.044233329896
721821,14295.101886135122
721820,18955.338999617125
721818,17703.00835570519
721817,22526.21145422083
721816,12179.265951805
721814,19800.378036308342
721809,12826.096467803889
721807,14838.708097414212
721806,14611.889331706805
721805,12487.345978549934
721804,30286.16146000527
721803,34159.52293015225
721802,34639.96766530991
721801,9886.901309009367
721800,35710.542406059074
721799,19687.056532789797
721798,11536.61351765386
721797,14886.826944266024
721796,17236.665741651006
721795,28732.61460342046
721794,13401.241383074397
721792,12499.367358281219
