id,overall_worklogs
675975,8905.206506961678
675972,5784.087436319388
675965,5449.602056379158
675961,7534.04240923254
675955,10407.260914278697
675952,2722.7484354621233
675949,3384.246635047221
675938,7082.868447952471
675921,9248.304086994993
675919,8702.621217083528
675917,1968.0752659573548
675915,4321.4831186002475
675912,5693.354071155559
675910,14334.800225766749
675909,2272.9199610581054
675906,3284.7552515013635
675892,21560.874930209036
675887,3354.181327192482
675878,10518.346499978792
675873,6559.7086058466675
675861,6132.653579404038
675857,10704.710549662928
675853,12314.570761175353
675850,25400.907349345875
675849,8998.319323678174
675847,10589.331093412633
675845,21255.855060301703
675843,8996.474742550545
675841,15447.365094934568
675838,25111.508382242497
675836,4641.349021331342
675834,4836.60809915755
675831,11848.084231624605
675825,4729.57559534723
721916,11871.227351851752
721915,2281.471802843992
721914,18054.925372669702
721913,4692.397910359901
721912,10937.45086109616
721911,8961.242938734411
721910,16388.386748256136
721909,10266.667384321667
721908,9088.30552541461
721907,11163.782741840905
721906,13638.77735822271
721905,18088.997145973673
721904,24622.05354715901
721903,26278.049504049493
721902,5136.139147856693
721901,4975.281301593587
721899,11324.68136034237
721898,17093.22033469754
721897,11420.942560452975
721896,13630.503710333209
721895,20394.351691985066
721894,14312.160760010354
721893,19438.16456716174
721892,11767.872362074264
721890,9866.741203885904
721889,17828.286049290753
721888,15421.885207147743
721885,4159.909786887557
721884,4425.473423950641
721883,4494.422945153174
721882,5160.200041310078
721881,7526.009979647116
721877,26049.425126055034
721876,6309.020397373916
721875,14342.503453420688
721874,6119.623428099444
721873,5974.729210696818
721872,9422.420216029379
721871,3176.782473113336
721869,8322.558223123084
721868,13462.78988535588
721867,3452.9200434346776
721865,6607.860316756825
721864,8859.946244789126
721862,10683.467159012678
721861,7596.3183745128
721860,5174.26191396907
721859,13524.16245690939
721858,12360.104033647765
721857,6355.4487084004495
721856,5067.030233146851
721855,6619.614561255904
721851,2757.923227059243
721850,3875.6434496389975
721849,11422.339980284643
721848,9717.176560149464
721846,14301.359363170164
721845,18083.401477338568
721844,8955.510114138291
721843,10662.030824888832
721842,22695.44953895959
721841,9455.49332429821
721839,15715.425298886077
721838,10961.630560851037
721837,9866.78529281469
721836,18448.20170954748
721835,12659.295232586295
721834,9257.110755753263
721833,4594.392768538941
721832,16175.562961512209
721831,3866.19190801011
721830,13157.48473848254
721827,17977.58569261898
721824,13575.810533799931
721822,7399.860063529036
721821,7417.61641040753
721820,8831.687479369286
721818,16818.883395518966
721817,14678.195574461917
721816,15058.29730325414
721814,9490.49894776563
721809,11083.740985148595
721807,8658.456124077866
721806,4300.59566289161
721805,6998.973685401435
721804,7963.624774741978
721803,20926.462547262494
721802,21294.63236708605
721801,13485.788545589174
721800,25978.719388787355
721799,27822.59783218318
721798,7000.883304092471
721797,9961.156320285709
721796,7795.593483708887
721795,15354.48672921071
721794,13466.231849126396
721792,6806.041646410847
721791,9443.668338661671
721790,4024.847632224508
721787,7067.9436583815
721786,6113.018162192928
721785,6425.981060747699
721784,4989.907675445219
721783,9205.43866601307
721782,4015.7044578950517
721780,14445.158261748302
721779,19110.24919652552
721778,9303.44691699783
721777,8845.967918511627
721776,15322.470797662294
721775,13758.733164634754
721774,11309.238806150186
721773,19170.114304585077
721772,13075.117817869053
721771,4851.006866704268
721770,8651.405612259456
721769,2800.598226428055
721768,14506.570862840155
721767,6849.267195651515
721766,6286.315483548725
721765,9348.274539270646
721763,6664.937428094235
721762,15271.6244833418
721761,22613.675720115683
721760,24876.947303756664
721759,18667.64908606188
721758,11668.944821629417
721757,7073.987772071265
721755,7317.537979232086
721754,9163.267449030287
721751,7136.771705781352
721750,20649.60415541075
721749,8007.709363739047
721748,21158.651512933167
721747,6588.868620465585
721746,5275.522331866527
721745,6292.314570888862
721744,9443.975189101297
721743,16411.094371779523
721742,15316.708806911876
721741,10034.733372563227
721740,5691.792210002991
721738,6876.543957574522
721737,4889.234985737918
721736,5188.235561592078
721735,5034.242247579307
721734,28772.800877615897
721733,3829.4452824027267
721732,3281.9248914900854
721731,13369.860910780613
721730,4956.575225489673
721729,8222.180674303085
721728,14191.54859291028
721727,10533.198005942371
721726,7448.931128773571
721725,18428.263072931844
721724,9231.896332760996
721723,2070.056138569615
721722,4474.508210723099
721721,10448.17848517268
721720,1617.8893237191733
721719,9809.56213849919
721718,7007.4646741032275
721717,4795.694150629194
721716,5351.245518480166
721715,4894.097411952817
