id,overall_worklogs
675975,10015.890701663295
675972,7336.03616729497
675965,8694.513252223836
675961,7764.425124229476
675955,8147.604261589444
675952,3051.459763129961
675949,5037.758007729533
675938,9002.432357773134
675921,7789.714654117492
675919,6000.842690153523
675917,3562.351651412221
675915,3513.789494424555
675912,4978.015546845729
675910,5528.124140696932
675909,4319.244191976046
675906,4296.859934853766
675892,9060.736850837358
675887,4169.896007595859
675878,9511.77782910331
675873,3942.9705177588708
675861,3708.073847645992
675857,8235.857757368773
675853,9275.692638988014
675850,10043.644192852089
675849,7066.090191153059
675847,4952.148503340489
675845,13330.156787325432
675843,8471.659961104815
675841,11223.713669238747
675838,5377.042053842253
675836,5479.290862720889
675834,5561.865945057202
675831,6874.231988689429
675825,5440.192101278294
721916,9482.515434492134
721915,2305.1928651335347
721914,9310.187957446127
721913,7520.943134828351
721912,7260.8891468147685
721911,6055.35138439821
721910,8940.67130533733
721909,5812.4936477315305
721908,5812.4936477315305
721907,7026.795572921354
721906,15276.23186710402
721905,7278.043445324012
721904,8754.58751188704
721903,8696.897625011094
721902,3152.612800394459
721901,6020.918531874101
721899,6462.801647223074
721898,8243.105647797014
721897,6610.247505155441
721896,6657.755476467677
721895,13197.224986146033
721894,8200.77625879432
721893,15130.121347110202
721892,8225.43120904127
721890,7250.714685512036
721889,7544.820764176038
721888,8256.267874194895
721885,3891.163443000081
721884,4847.731845543691
721883,5640.198567842287
721882,4839.635371457779
721881,4653.4858834321585
721877,8298.42891289098
721876,6444.338995242732
721875,10708.550627605138
721874,6838.1633627079345
721873,8251.380210271418
721872,8623.271805843104
721871,4094.195293409615
721869,8114.336693645587
721868,19734.599985104713
721867,5178.847660307379
721865,5466.793891121908
721864,6904.740798778579
721862,8026.589320161459
721861,5605.986717236439
721860,3927.730427952457
721859,7918.19062313454
721858,6913.580447903862
721857,5509.735815892631
721856,2836.922083053463
721855,5036.925472996872
721851,2371.1121093125394
721850,5105.341377374527
721849,6376.495674876093
721848,6479.516434730454
721846,11640.859942827035
721845,6567.073465689298
721844,6758.363070432104
721843,7879.177987061866
721842,11656.332646152858
721841,9499.214529536801
721839,8523.358787798725
721838,7435.649837444535
721837,6940.853743461518
721836,6440.160763645461
721835,4103.87659644293
721834,8239.21353255391
721833,6013.188851865551
721832,7571.59386950853
721831,3375.4279994104872
721830,6357.71985343485
721827,7421.428225610447
721824,6694.933100882272
721822,6654.3903848857635
721821,6297.747632628199
721820,6240.2727078218995
721818,5738.344475672009
721817,6250.889104435829
721816,7219.9816393158435
721814,16453.957449832327
721809,4760.195693815213
721807,4791.2168696025765
721806,4114.81225531532
721805,5714.376426695356
721804,7084.880156609115
721803,20498.257152255734
721802,9589.721966633026
721801,7823.161849636945
721800,8689.601463585252
721799,34897.596445623516
721798,8248.317741188108
721797,9719.879735300683
721796,7561.7282763077055
721795,8094.427648322427
721794,7336.787227375808
721792,4538.387408248895
721791,6399.515356691259
721790,5545.818673336757
721787,6154.996904337628
721786,6354.185136142654
721785,4019.0178739551184
721784,4818.6521886848595
721783,5527.048206987046
721782,4366.533522615703
721780,4672.131541533204
721779,6164.52912415566
721778,5277.00776281725
721777,7816.7956350625145
721776,5540.98036267989
721775,6164.52912415566
721774,7800.215261388649
721773,7817.543283802372
721772,13194.083352218919
721771,6105.160375785721
721770,6494.778484362103
721769,2098.3025794885198
721768,6993.87299882856
721767,6104.435393993885
721766,8650.327562081278
721765,8650.327562081278
721763,4717.448718197004
721762,8706.845835225924
721761,6017.574656349766
721760,8715.69273917661
721759,9134.795407536716
721758,7568.306837062057
721757,7966.031625083717
721755,5386.430196781377
721754,9366.917031834264
721751,7258.434483832019
721750,12328.72587620922
721749,7663.421969575109
721748,8399.005007281761
721747,6142.3405045374875
721746,5123.028899632761
721745,7779.159388296648
721744,7823.372068312774
721743,6703.526906752015
721742,9010.672175530175
721741,6378.062829466227
721740,5434.274414523019
721738,7513.307069399026
721737,3676.676862925981
721736,5664.077343465139
721735,5542.288955918833
721734,12890.101984577595
721733,6416.57788770566
721732,6046.828376208313
721731,6993.26279646243
721730,5357.573870708301
721729,7808.891070911754
721728,7215.904404407844
721727,8046.587652190497
721726,4924.070682351356
721725,16463.208846810106
721724,6967.269662843587
721723,3833.950227233122
721722,3964.224635366533
721721,6229.003140136692
721720,4549.700096423453
721719,6754.732075200974
721718,7665.835042583204
721717,3946.1106330380985
721716,3845.829682195076
721715,14219.88137534068
721714,6237.970918030391
721713,4067.7632143334
721712,4149.643613605031
721710,4699.838965799394
721708,4073.3496023878083
721707,12126.173327835382
721706,22264.315537435945
721705,3239.7629461764645
721704,5730.520350649677
721703,6270.211602077521
721702,7063.612020323697
721700,5839.775938642566
721699,5428.605181513599
721698,6467.642644704751
721697,6331.590967478168
721696,3240.699186844337
721695,4452.3572286336985
721694,6112.068498143717
721693,4681.1508476266235
721692,4428.704614899219
721691,4428.704614899219
721690,4978.454486897333
721689,12370.808007586522
721688,5195.592501684408
721687,6799.156890918149
721686,4310.983034804482
