id,overall_worklogs
675975,34676.556501533065
675972,1332.8773783547967
675965,-1855.4299867227564
675961,7588.139981407907
675955,-422.0431181126987
675952,137624.05779306538
675949,84720.74615352057
675938,10562.189371907827
675921,111705.55844436494
675919,112890.43428604711
675917,14255.543619770177
675915,-24652.84163334981
675912,21706.753175194503
675910,52037.19218952513
675909,42496.38759466715
675906,-20888.656813313
675892,33336.03986605089
675887,-29701.868785227744
675878,39024.313171631045
675873,-24179.36496142562
675861,48431.615837230915
675857,9244.255104602813
675853,3308.683827865394
675850,23272.985082950247
675849,47665.8291141424
675847,42525.74421722768
675845,30634.172499190536
675843,30062.493281629126
675841,29175.76232575733
675838,28738.026868320325
675836,9595.838270918917
675834,-15656.813241153694
675831,-11519.098165517604
675825,52031.583547041104
721916,45166.9714305589
721915,26984.61053506298
721914,27968.970501247884
721913,8876.576863653205
721912,29076.83810054388
721911,20842.34770115022
721910,-142295.7656197249
721909,2315.2128574708095
721908,17597.528704755434
721907,-88537.69627037215
721906,-134242.08108912827
721905,23043.784537219137
721904,9135.615692253135
721903,20263.74741800301
721902,52752.94264432465
721901,91787.66064797374
721899,13925.392499976784
721898,8979.251768723849
721897,18945.878560554072
721896,5017.695362870845
721895,-4800.3105076447355
721894,-24493.10634837301
721893,-55021.09144788633
721892,72628.45947255733
721890,19680.11998919396
721889,12381.814512334115
721888,15906.037631675936
721885,9258.753974347375
721884,12776.705076915194
721883,11115.184988156214
721882,3494.000999527916
721881,7341.7995546371
721877,66120.83004449011
721876,62650.25468650583
721875,25392.198808872592
721874,25021.734954212014
721873,23322.803212450977
721872,15850.251878064033
721871,-19205.7990295704
721869,-82205.24610252515
721868,-23562.873654890667
721867,11318.336437148648
721865,34233.0965539667
721864,37016.5732060164
721862,10996.25402956173
721861,-11612.597390927986
721860,23358.612195949427
721859,-9587.729646561853
721858,7655.857347742034
721857,2184.9644286987495
721856,-22215.442683187386
721855,9774.154978440536
721851,9428.429105535399
721850,22064.0127378237
721849,12503.486182570734
721848,11172.191048856213
721846,21603.712594782162
721845,24262.969491526514
721844,-30368.03334839703
721843,11266.89848925997
721842,67218.08715038502
